TrnPeriodNumber,TrnEmpCode,TrnParCode,TrnAmount,TrnAffectAmount,TrnPrintFlag,TrnuserId,TrnRecordno,TrnDate,TrnRef
2,110,44,0,0,2,0,957065,15-09-2023 00:00,
2,110,48,0,0,2,0,957066,15-09-2023 00:00,
2,110,50,0,0,2,0,957068,15-09-2023 00:00,
2,110,51,7000,0,2,0,937925,15-09-2023 00:00,
2,110,52,9500,0,2,0,937924,15-09-2023 00:00,
2,110,62,0,0,2,0,957067,15-09-2023 00:00,
2,110,99,7324.99,0,2,0,937922,15-09-2023 00:00,
2,112,1,4700,0,2,zemy,12,09-10-2017 00:00,
2,112,8,1100,0,2,zemy,1720,09-10-2017 00:00,
2,112,21,637.5,0,2,0,61535,08-04-2019 00:00,
2,112,22,517,0,2,0,78435,08-04-2019 00:00,
2,112,23,329,0,2,0,78436,08-04-2019 00:00,
2,114,1,7500,0,2,zemy,14,05-07-2021 00:00,
2,114,21,1310.01,0,2,0,61561,05-06-2023 00:00,
2,114,22,825,0,2,0,78455,05-06-2023 00:00,
2,114,23,525,0,2,0,78456,05-06-2023 00:00,
2,115,1,10100,0,2,zemy,15,06-02-2020 00:00,
2,115,8,2200,0,2,zemy,1723,09-10-2017 00:00,
2,115,21,2075.01,0,2,0,61587,05-01-2022 00:00,
2,115,22,1111,0,2,0,78475,05-01-2022 00:00,
2,115,23,707,0,2,0,78476,05-01-2022 00:00,
2,116,1,6500,0,2,zemy,16,10-08-2023 00:00,
2,116,3,0,0,2,0,957069,15-09-2023 00:00,
2,116,4,30,0,2,0,937703,15-09-2023 00:00,
2,116,5,6500,0,2,0,937704,15-09-2023 00:00,
2,116,8,2000,0,2,zemy,1724,10-08-2023 00:00,
2,116,11,0,0,2,0,957070,15-09-2023 00:00,
2,116,13,0,0,2,0,957071,15-09-2023 00:00,
2,116,15,0,0,2,0,957072,15-09-2023 00:00,
2,116,17,0,0,2,0,957073,15-09-2023 00:00,
2,116,18,2000,0,2,zemy,934778,10-08-2023 00:00,
2,116,21,1060.01,0,2,0,61613,15-09-2023 00:00,
2,116,22,715,0,2,0,423533,15-09-2023 00:00,
2,116,23,455,0,2,0,423534,15-09-2023 00:00,
2,116,24,0,0,2,0,957074,15-09-2023 00:00,
2,116,25,0,0,2,0,957075,15-09-2023 00:00,
2,116,27,0,0,2,0,957076,15-09-2023 00:00,
2,116,33,0,0,2,0,957077,15-09-2023 00:00,
2,116,34,0,0,2,0,957078,15-09-2023 00:00,
2,116,35,0,0,2,0,957079,15-09-2023 00:00,
2,116,37,0,0,2,0,957080,15-09-2023 00:00,
2,116,39,0,0,2,0,957081,15-09-2023 00:00,
2,116,41,0,0,2,0,957082,15-09-2023 00:00,
2,116,44,0,0,2,0,957083,15-09-2023 00:00,
2,116,48,0,0,2,0,957084,15-09-2023 00:00,
2,116,50,0,0,2,0,957086,15-09-2023 00:00,
2,116,51,6500,0,2,0,937723,15-09-2023 00:00,
2,116,52,10500,0,2,0,937722,15-09-2023 00:00,
2,116,62,0,0,2,0,957085,15-09-2023 00:00,
2,116,99,8984.99,0,2,0,937720,15-09-2023 00:00,
2,117,1,7400,0,2,zemy,17,08-10-2019 00:00,
2,117,8,1600,0,2,zemy,1725,08-10-2019 00:00,
2,117,21,1285.01,0,2,0,61639,07-04-2021 00:00,
2,117,22,814,0,2,0,539752,07-04-2021 00:00,
2,117,23,518,0,2,0,539753,07-04-2021 00:00,
2,118,1,11000,0,2,zemy,18,05-08-2022 00:00,
2,118,8,2000,0,2,zemy,1726,09-10-2017 00:00,
2,118,18,1000,0,2,zemy,1727,09-10-2017 00:00,
2,118,21,2350.02,0,2,0,61665,11-07-2023 00:00,
2,118,22,1210,0,2,0,541053,11-07-2023 00:00,
2,118,23,770,0,2,0,541054,11-07-2023 00:00,
2,119,1,7011,0,2,zemy,19,05-08-2023 00:00,
2,119,4,30,0,2,0,938579,06-09-2023 00:00,
2,119,5,7011,0,2,0,938580,06-09-2023 00:00,
2,119,8,1400,0,2,zemy,88,05-01-2023 00:00,
2,119,21,1187.76,0,2,0,61691,06-09-2023 00:00,
2,119,22,771.21,0,2,0,667160,06-09-2023 00:00,
2,119,23,490.77,0,2,0,667161,06-09-2023 00:00,
2,119,51,7011,0,2,0,938600,06-09-2023 00:00,
2,119,52,8411,0,2,0,938599,06-09-2023 00:00,
2,119,99,6732.47,0,2,0,938597,06-09-2023 00:00,
2,121,1,6000,0,2,zemy,21,05-08-2022 00:00,
2,121,8,1500,0,2,zemy,4000,05-08-2022 00:00,
2,121,21,935.01,0,2,0,61743,09-11-2022 00:00,
