LoanEmpCode,LoanParCode,LoanOrgAmt,LoanRepAmt,LoanRemAmt,LoantrDate
418,33,7502,0,0,1/1/1900 0:00
418,34,31190,2835.45,31190,7/7/2014 0:00
418,35,20000,0,0,1/1/1900 0:00
418,36,351,0,0,1/1/1900 0:00
418,49,105,0,0,1/1/1900 0:00
418,100,200,0,0,1/1/1900 0:00
431,27,283.12,0,0,7/7/2014 0:00
431,34,2130,0,0,7/7/2014 0:00
431,35,30,0,0,1/1/1900 0:00
431,36,331.26,0,0,7/7/2014 0:00
431,49,100,0,0,1/1/1900 0:00
432,27,1164.37,0,0,7/7/2014 0:00
432,33,141.9,0,0,1/1/1900 0:00
432,34,6210,0,0,7/7/2014 0:00
432,36,40.43,0,0,1/1/1900 0:00
433,27,337.5,0,0,7/7/2014 0:00
433,33,130,0,0,1/1/1900 0:00
433,34,3360,0,0,7/7/2014 0:00
433,35,20,0,0,1/1/1900 0:00
433,36,298.75,0,0,7/7/2014 0:00
433,49,80,0,0,1/1/1900 0:00
433,101,10,0,0,1/1/1900 0:00
434,27,337.5,0,0,7/7/2014 0:00
434,33,218.75,0,0,1/1/1900 0:00
434,34,2700,0,0,7/7/2014 0:00
434,35,4029,0,0,1/1/1900 0:00
434,36,353.75,0,0,7/7/2014 0:00
436,27,1164.37,0,0,7/7/2014 0:00
436,33,3650,0,0,1/1/1900 0:00
436,34,10950,0,0,7/7/2014 0:00
436,35,702.5,0,0,1/1/1900 0:00
436,36,351,0,0,7/7/2014 0:00
436,49,105,0,0,1/1/1900 0:00
436,100,80,0,0,1/1/1900 0:00
437,27,1164.37,0,0,7/7/2014 0:00
437,33,437.5,0,0,1/1/1900 0:00
437,34,6210,0,0,7/7/2014 0:00
438,27,4230,0,0,7/7/2014 0:00
438,33,2500,0,0,1/1/1900 0:00
438,34,24444,2222.18,24444,1/1/1900 0:00
438,35,942.5,0,0,1/1/1900 0:00
438,36,512,0,0,1/1/1900 0:00
438,49,50,0,0,1/1/1900 0:00
438,100,50,0,0,1/1/1900 0:00
439,27,1479.37,0,0,7/7/2014 0:00
439,33,100,0,0,1/1/1900 0:00
439,34,15590,0,0,7/7/2014 0:00
439,35,510,0,0,1/1/1900 0:00
439,49,80,0,0,1/1/1900 0:00
439,100,150,0,0,1/1/1900 0:00
449,27,9120,0,0,7/7/2014 0:00
449,33,100,0,0,1/1/1900 0:00
449,34,45040,0,0,7/7/2014 0:00
449,35,300,0,0,1/1/1900 0:00
449,49,105,0,0,1/1/1900 0:00
449,100,100,0,0,1/1/1900 0:00
452,27,2328.75,0,0,7/7/2014 0:00
452,33,102.4,0,0,1/1/1900 0:00
452,34,6900,0,0,7/7/2014 0:00
453,27,928.12,0,0,7/7/2014 0:00
453,33,100,0,0,1/1/1900 0:00
453,34,10060,914.55,10060,7/7/2014 0:00
453,35,40,0,0,1/1/1900 0:00
453,36,351,0,0,1/1/1900 0:00
453,49,120,0,0,1/1/1900 0:00
453,100,150,0,0,1/1/1900 0:00
454,27,7627.5,0,0,7/7/2014 0:00
454,34,37740,0,0,7/7/2014 0:00
454,35,700,0,0,1/1/1900 0:00
455,27,770.62,0,0,7/7/2014 0:00
455,33,100,0,0,1/1/1900 0:00
455,34,10564,0,0,7/7/2014 0:00
455,35,228,0,0,1/1/1900 0:00
455,100,120,0,0,1/1/1900 0:00
456,27,1164.37,0,0,7/7/2014 0:00
456,34,6210,0,0,7/7/2014 0:00
457,27,928.12,0,0,7/7/2014 0:00
457,34,6550,0,0,7/7/2014 0:00
458,27,586.87,0,0,7/7/2014 0:00
458,33,413.75,0,0,1/1/1900 0:00
458,34,5250,0,0,7/7/2014 0:00
458,35,50,0,0,1/1/1900 0:00
458,36,277.5,0,0,7/7/2014 0:00
458,49,80,0,0,1/1/1900 0:00
458,100,30,0,0,1/1/1900 0:00
459,27,586.87,0,0,7/7/2014 0:00
459,34,3129.96,0,0,7/7/2014 0:00
460,27,928.12,0,0,7/7/2014 0:00
460,33,100,0,0,1/1/1900 0:00
460,34,7622,0,0,7/7/2014 0:00
461,27,586.87,0,0,7/7/2014 0:00
461,34,3850,0,0,1/1/1900 0:00
462,27,506.25,0,0,7/7/2014 0:00
462,33,2000,0,0,1/1/1900 0:00
462,34,4380,398.18,4380,7/7/2014 0:00
462,35,376,0,0,1/1/1900 0:00
462,36,351,0,0,1/1/1900 0:00
462,49,105,0,0,1/1/1900 0:00
462,100,30,0,0,1/1/1900 0:00
463,27,1910.62,0,0,7/7/2014 0:00
463,33,100,0,0,1/1/1900 0:00
463,34,10190.04,0,0,7/7/2014 0:00
463,35,100,0,0,1/1/1900 0:00
463,36,351,0,0,1/1/1900 0:00
463,49,105,0,0,1/1/1900 0:00
463,100,130,0,0,1/1/1900 0:00
463,101,100,0,0,1/1/1900 0:00
465,27,586.87,0,0,7/7/2014 0:00
465,33,100,0,0,1/1/1900 0:00
465,34,10060,0,0,7/7/2014 0:00
465,100,100,0,0,1/1/1900 0:00
467,27,1333.12,0,0,7/7/2014 0:00
467,33,100,0,0,1/1/1900 0:00
467,34,12400,0,0,7/7/2014 0:00
467,35,285,0,0,1/1/1900 0:00
467,36,251,0,0,1/1/1900 0:00
467,49,105,0,0,1/1/1900 0:00
467,100,50,0,0,1/1/1900 0:00
469,27,736.38,0,0,7/7/2014 0:00
469,33,2540,0,0,1/1/1900 0:00
469,34,3600,0,0,7/7/2014 0:00
469,35,70,0,0,1/1/1900 0:00
469,36,111.74,0,0,1/1/1900 0:00
471,27,1390,0,0,1/1/1900 0:00
472,33,227.5,0,0,1/1/1900 0:00
472,34,14530,0,0,1/1/1900 0:00
472,35,200,0,0,1/1/1900 0:00
472,36,962.5,0,0,1/1/1900 0:00
473,27,309.4,0,0,1/1/1900 0:00
473,33,24231.09,0,0,1/1/1900 0:00
473,34,23280,2116.36,23280,1/1/1900 0:00
473,35,56.38,0,0,1/1/1900 0:00
473,36,351,0,0,1/1/1900 0:00
473,49,120,0,0,1/1/1900 0:00
473,100,200,0,0,1/1/1900 0:00
474,27,309.4,0,0,1/1/1900 0:00
474,33,371.25,0,0,1/1/1900 0:00
474,34,8800,0,0,1/1/1900 0:00
474,35,437.5,0,0,1/1/1900 0:00
474,36,298.75,0,0,1/1/1900 0:00
474,49,20,0,0,1/1/1900 0:00
474,100,20,0,0,1/1/1900 0:00
475,27,388.15,0,0,1/1/1900 0:00
475,33,105,0,0,1/1/1900 0:00
475,34,6900,0,0,1/1/1900 0:00
475,35,100,0,0,1/1/1900 0:00
475,36,135,0,0,1/1/1900 0:00
475,100,100,0,0,1/1/1900 0:00
476,33,100,0,0,1/1/1900 0:00
476,34,10500,954.55,10500,1/1/1900 0:00
476,35,376,0,0,1/1/1900 0:00
476,36,351,0,0,1/1/1900 0:00
476,49,120,0,0,1/1/1900 0:00
476,100,50,0,0,1/1/1900 0:00
478,33,1145.45,0,0,1/1/1900 0:00
478,34,4380,0,0,1/1/1900 0:00
478,35,666.25,0,0,1/1/1900 0:00
478,36,502,0,0,1/1/1900 0:00
478,49,120,0,0,1/1/1900 0:00
478,100,100,0,0,1/1/1900 0:00
479,33,100,0,0,1/1/1900 0:00
479,34,9240,840,9240,1/1/1900 0:00
479,35,456.02,0,0,1/1/1900 0:00
479,36,351,0,0,1/1/1900 0:00
479,49,120,0,0,1/1/1900 0:00
479,100,50,0,0,1/1/1900 0:00
480,33,100,0,0,1/1/1900 0:00
480,34,6210,0,0,1/1/1900 0:00
480,35,702.5,0,0,1/1/1900 0:00
480,36,184.66,0,0,1/1/1900 0:00
480,49,360,0,0,1/1/1900 0:00
480,100,50,0,0,1/1/1900 0:00
481,34,1095,0,0,1/1/1900 0:00
482,33,100,0,0,1/1/1900 0:00
482,34,1800,0,0,1/1/1900 0:00
482,35,40,0,0,1/1/1900 0:00
482,36,256,0,0,1/1/1900 0:00
482,49,105,0,0,1/1/1900 0:00
482,100,20,0,0,1/1/1900 0:00
483,33,100,0,0,1/1/1900 0:00
483,34,3600,327.27,3600,1/1/1900 0:00
483,35,20,0,0,1/1/1900 0:00
483,49,20,0,0,1/1/1900 0:00
483,100,50,0,0,1/1/1900 0:00
484,34,4950,450,4950,1/1/1900 0:00
484,35,388.75,0,0,1/1/1900 0:00
484,36,251,0,0,1/1/1900 0:00
484,49,200,0,0,1/1/1900 0:00
484,100,50,0,0,1/1/1900 0:00
485,33,100,0,0,1/1/1900 0:00
485,34,3600,327.27,3600,1/1/1900 0:00
485,35,376,0,0,1/1/1900 0:00
485,36,208.5,0,0,1/1/1900 0:00
485,49,105,0,0,1/1/1900 0:00
485,100,100,0,0,1/1/1900 0:00
486,33,100,0,0,1/1/1900 0:00
486,34,3600,327.27,3600,1/1/1900 0:00
486,35,456.05,0,0,1/1/1900 0:00
486,36,277,0,0,1/1/1900 0:00
486,49,105,0,0,1/1/1900 0:00
486,100,100,0,0,1/1/1900 0:00
487,33,532.5,0,0,1/1/1900 0:00
487,34,450,0,0,1/1/1900 0:00
487,36,129,0,0,1/1/1900 0:00
488,33,1680,0,0,1/1/1900 0:00
488,34,3360,0,0,1/1/1900 0:00
488,35,20,0,0,1/1/1900 0:00
489,33,300,0,0,1/1/1900 0:00
489,34,3130,0,0,1/1/1900 0:00
489,35,437.5,0,0,1/1/1900 0:00
489,36,292.5,0,0,1/1/1900 0:00
489,49,100,0,0,1/1/1900 0:00
490,33,100,0,0,1/1/1900 0:00
490,34,4950,0,0,1/1/1900 0:00
490,35,388.75,0,0,1/1/1900 0:00
490,36,351,0,0,1/1/1900 0:00
490,49,105,0,0,1/1/1900 0:00
490,100,100,0,0,1/1/1900 0:00
491,33,438.75,0,0,1/1/1900 0:00
491,34,226.75,0,0,1/1/1900 0:00
492,33,437.5,0,0,1/1/1900 0:00
492,34,2130,0,0,1/1/1900 0:00
492,35,20,0,0,1/1/1900 0:00
492,36,353.75,0,0,1/1/1900 0:00
492,49,100,0,0,1/1/1900 0:00
493,33,372,0,0,1/1/1900 0:00
493,34,3360,0,0,1/1/1900 0:00
493,35,1065,0,0,1/1/1900 0:00
493,36,298.75,0,0,1/1/1900 0:00
493,49,80,0,0,1/1/1900 0:00
494,33,100,0,0,1/1/1900 0:00
494,34,4380,398.18,4380,1/1/1900 0:00
494,35,40,0,0,1/1/1900 0:00
494,49,105,0,0,1/1/1900 0:00
494,100,80,0,0,1/1/1900 0:00
495,34,8400,0,0,1/1/1900 0:00
495,35,30,0,0,1/1/1900 0:00
495,36,341.25,0,0,1/1/1900 0:00
495,100,100,0,0,1/1/1900 0:00
496,33,100,0,0,1/1/1900 0:00
496,34,11024,0,0,1/1/1900 0:00
496,35,1203.5,0,0,1/1/1900 0:00
496,36,1037.5,0,0,1/1/1900 0:00
496,49,105,0,0,1/1/1900 0:00
496,100,50,0,0,1/1/1900 0:00
497,34,7110,0,0,1/1/1900 0:00
497,35,50,0,0,1/1/1900 0:00
498,33,100,0,0,1/1/1900 0:00
498,34,4380,0,0,1/1/1900 0:00
498,35,456.05,0,0,1/1/1900 0:00
498,36,138.75,0,0,1/1/1900 0:00
498,49,105,0,0,1/1/1900 0:00
498,100,20,0,0,1/1/1900 0:00
499,33,100,0,0,1/1/1900 0:00
499,35,388.75,0,0,1/1/1900 0:00
499,36,351,0,0,1/1/1900 0:00
499,100,50,0,0,1/1/1900 0:00
500,33,258,0,0,1/1/1900 0:00
500,34,7110,0,0,1/1/1900 0:00
500,35,40,0,0,1/1/1900 0:00
501,33,100,0,0,1/1/1900 0:00
501,34,1350,0,0,1/1/1900 0:00
501,35,228,0,0,1/1/1900 0:00
501,36,351,0,0,1/1/1900 0:00
501,49,105,0,0,1/1/1900 0:00
501,100,80,0,0,1/1/1900 0:00
502,33,100,0,0,1/1/1900 0:00
502,34,4950,450,4950,1/1/1900 0:00
502,35,376,0,0,1/1/1900 0:00
502,36,351,0,0,1/1/1900 0:00
502,49,240,0,0,1/1/1900 0:00
502,100,150,0,0,1/1/1900 0:00
502,101,50,0,0,1/1/1900 0:00
503,33,100,0,0,1/1/1900 0:00
503,34,6878,625.27,6878,1/1/1900 0:00
503,35,951.25,0,0,1/1/1900 0:00
503,36,351,0,0,1/1/1900 0:00
503,49,105,0,0,1/1/1900 0:00
503,100,100,0,0,1/1/1900 0:00
504,33,100,0,0,1/1/1900 0:00
504,34,2700,245.45,2700,1/1/1900 0:00
504,35,20,0,0,1/1/1900 0:00
504,36,351,0,0,1/1/1900 0:00
504,49,105,0,0,1/1/1900 0:00
504,100,50,0,0,1/1/1900 0:00
505,33,456.05,0,0,1/1/1900 0:00
505,34,10562,0,0,1/1/1900 0:00
505,35,5281,0,0,1/1/1900 0:00
505,36,351,0,0,1/1/1900 0:00
505,49,120,0,0,1/1/1900 0:00
505,100,50,0,0,1/1/1900 0:00
506,33,100,0,0,1/1/1900 0:00
506,34,2700,0,0,1/1/1900 0:00
506,35,456.05,0,0,1/1/1900 0:00
506,36,633.75,0,0,1/1/1900 0:00
506,49,20,0,0,1/1/1900 0:00
506,100,30,0,0,1/1/1900 0:00
507,33,413.75,0,0,1/1/1900 0:00
507,34,6210,0,0,1/1/1900 0:00
507,36,292.5,0,0,1/1/1900 0:00
507,100,20,0,0,1/1/1900 0:00
508,33,100,0,0,1/1/1900 0:00
508,34,8800,800,8800,1/1/1900 0:00
508,35,666.25,0,0,1/1/1900 0:00
508,36,351,0,0,1/1/1900 0:00
508,49,105,0,0,1/1/1900 0:00
508,100,100,0,0,1/1/1900 0:00
509,34,1389.99,0,0,1/1/1900 0:00
509,35,200,0,0,1/1/1900 0:00
509,36,1100,0,0,1/1/1900 0:00
509,49,100,0,0,1/1/1900 0:00
510,33,437.5,0,0,1/1/1900 0:00
510,34,3600,0,0,1/1/1900 0:00
510,35,50,0,0,1/1/1900 0:00
510,36,313.75,0,0,1/1/1900 0:00
511,33,326,0,0,1/1/1900 0:00
511,34,3130,284.55,3130,1/1/1900 0:00
511,35,666.25,0,0,1/1/1900 0:00
511,36,277,0,0,1/1/1900 0:00
511,49,105,0,0,1/1/1900 0:00
511,100,30,0,0,1/1/1900 0:00
512,33,385,0,0,1/1/1900 0:00
512,34,5560,505.45,5560,1/1/1900 0:00
512,35,376,0,0,1/1/1900 0:00
512,36,351,0,0,1/1/1900 0:00
512,49,105,0,0,1/1/1900 0:00
512,100,50,0,0,1/1/1900 0:00
512,101,30,0,0,1/1/1900 0:00
513,33,6000,0,0,1/1/1900 0:00
513,34,4380,0,0,1/1/1900 0:00
513,35,147.5,0,0,1/1/1900 0:00
513,36,256,0,0,1/1/1900 0:00
513,49,120,0,0,1/1/1900 0:00
513,100,100,0,0,1/1/1900 0:00
514,33,130,0,0,1/1/1900 0:00
514,34,3130,0,0,1/1/1900 0:00
514,35,50,0,0,1/1/1900 0:00
514,49,80,0,0,1/1/1900 0:00
514,100,10,0,0,1/1/1900 0:00
515,33,100,0,0,1/1/1900 0:00
515,34,8800,800,8800,1/1/1900 0:00
515,35,702.5,0,0,1/1/1900 0:00
515,36,351,0,0,1/1/1900 0:00
515,100,30,0,0,1/1/1900 0:00
515,101,100,0,0,1/1/1900 0:00
516,33,260,0,0,1/1/1900 0:00
516,34,4950,0,0,1/1/1900 0:00
516,35,20,0,0,1/1/1900 0:00
517,33,13580,1940,13580,1/1/1900 0:00
517,34,31190,2835.45,31190,1/1/1900 0:00
517,35,1714.92,0,0,1/1/1900 0:00
517,49,105,0,0,1/1/1900 0:00
517,100,200,0,0,1/1/1900 0:00
518,34,3130,0,0,1/1/1900 0:00
518,35,40,0,0,1/1/1900 0:00
518,100,889.58,0,0,1/1/1900 0:00
519,33,1145.45,0,0,1/1/1900 0:00
519,34,2700,0,0,1/1/1900 0:00
519,35,333.13,0,0,1/1/1900 0:00
519,36,351,0,0,1/1/1900 0:00
519,49,105,0,0,1/1/1900 0:00
519,100,30,0,0,1/1/1900 0:00
519,101,20,0,0,1/1/1900 0:00
520,33,617.5,0,0,1/1/1900 0:00
520,34,5250,0,0,1/1/1900 0:00
520,35,1934.49,0,0,1/1/1900 0:00
520,36,277.5,0,0,1/1/1900 0:00
520,100,20,0,0,1/1/1900 0:00
521,33,100,0,0,1/1/1900 0:00
521,34,5250,0,0,1/1/1900 0:00
521,36,256,0,0,1/1/1900 0:00
522,33,218.75,0,0,1/1/1900 0:00
522,34,4950,0,0,1/1/1900 0:00
522,35,60,0,0,1/1/1900 0:00
522,36,292.5,0,0,1/1/1900 0:00
523,34,2130,0,0,1/1/1900 0:00
523,100,20,0,0,1/1/1900 0:00
524,33,326.25,0,0,1/1/1900 0:00
524,34,9630,0,0,1/1/1900 0:00
524,35,2500,0,0,1/1/1900 0:00
524,36,261.25,0,0,1/1/1900 0:00
524,49,80,0,0,1/1/1900 0:00
524,100,30,0,0,1/1/1900 0:00
525,33,100,0,0,1/1/1900 0:00
525,34,10500,954.55,10500,1/1/1900 0:00
525,35,388.75,0,0,1/1/1900 0:00
525,36,256,0,0,1/1/1900 0:00
525,49,120,0,0,1/1/1900 0:00
525,100,150,0,0,1/1/1900 0:00
526,34,3130,0,0,1/1/1900 0:00
526,35,50,0,0,1/1/1900 0:00
526,49,100,0,0,1/1/1900 0:00
527,34,8040,0,0,1/1/1900 0:00
527,35,40,0,0,1/1/1900 0:00
528,34,15590,0,0,1/1/1900 0:00
528,36,768,0,0,1/1/1900 0:00
528,49,120,0,0,1/1/1900 0:00
528,100,100,0,0,1/1/1900 0:00
529,34,2310,0,0,1/1/1900 0:00
529,35,30,0,0,1/1/1900 0:00
529,49,100,0,0,1/1/1900 0:00
530,33,100,0,0,1/1/1900 0:00
530,34,9630,0,0,1/1/1900 0:00
530,35,100,0,0,1/1/1900 0:00
530,36,1000,0,0,1/1/1900 0:00
530,49,105,0,0,1/1/1900 0:00
530,100,120,0,0,1/1/1900 0:00
531,33,100,0,0,1/1/1900 0:00
531,34,8800,0,0,1/1/1900 0:00
531,35,60,0,0,1/1/1900 0:00
531,36,353.75,0,0,1/1/1900 0:00
531,49,105,0,0,1/1/1900 0:00
531,100,100,0,0,1/1/1900 0:00
532,33,300,0,0,1/1/1900 0:00
532,34,6900,0,0,1/1/1900 0:00
532,35,60,0,0,1/1/1900 0:00
532,36,962.5,0,0,1/1/1900 0:00
532,100,100,0,0,1/1/1900 0:00
533,33,100,0,0,1/1/1900 0:00
533,34,11498,1045.27,11498,1/1/1900 0:00
533,35,376,0,0,1/1/1900 0:00
533,36,351,0,0,1/1/1900 0:00
533,49,80,0,0,1/1/1900 0:00
533,100,150,0,0,1/1/1900 0:00
533,101,100,0,0,1/1/1900 0:00
534,33,100,0,0,1/1/1900 0:00
534,34,10500,0,0,1/1/1900 0:00
534,35,666.25,0,0,1/1/1900 0:00
534,36,351,0,0,1/1/1900 0:00
534,49,105,0,0,1/1/1900 0:00
534,100,50,0,0,1/1/1900 0:00
535,27,384.98,0,0,1/1/1900 0:00
535,33,326.25,0,0,1/1/1900 0:00
535,34,4110,0,0,1/1/1900 0:00
535,35,100,0,0,1/1/1900 0:00
535,36,261.25,0,0,1/1/1900 0:00
535,100,30,0,0,1/1/1900 0:00
536,27,384.98,0,0,1/1/1900 0:00
536,34,2700,0,0,1/1/1900 0:00
536,35,60,0,0,1/1/1900 0:00
537,27,600,0,0,1/1/1900 0:00
537,33,100,0,0,1/1/1900 0:00
537,34,10060,0,0,1/1/1900 0:00
537,35,388.75,0,0,1/1/1900 0:00
537,36,351,0,0,1/1/1900 0:00
537,49,120,0,0,1/1/1900 0:00
537,100,200,0,0,1/1/1900 0:00
538,27,384.98,0,0,1/1/1900 0:00
538,33,100,0,0,1/1/1900 0:00
538,34,6550,595.45,6550,1/1/1900 0:00
538,35,333.13,0,0,1/1/1900 0:00
538,36,208.5,0,0,1/1/1900 0:00
538,49,105,0,0,1/1/1900 0:00
538,100,200,0,0,1/1/1900 0:00
539,27,300,0,0,1/1/1900 0:00
539,33,100,0,0,1/1/1900 0:00
539,34,4380,398.18,4380,1/1/1900 0:00
539,35,376,0,0,1/1/1900 0:00
539,49,105,0,0,1/1/1900 0:00
539,100,50,0,0,1/1/1900 0:00
540,27,384.98,0,0,1/1/1900 0:00
540,34,3130,0,0,1/1/1900 0:00
540,35,40,0,0,1/1/1900 0:00
540,100,20,0,0,1/1/1900 0:00
541,27,450,0,0,1/1/1900 0:00
541,33,258,0,0,1/1/1900 0:00
541,34,3850,0,0,1/1/1900 0:00
541,49,100,0,0,1/1/1900 0:00
541,100,50,0,0,1/1/1900 0:00
542,27,120,0,0,1/1/1900 0:00
542,34,1650,0,0,1/1/1900 0:00
542,35,105,0,0,1/1/1900 0:00
542,49,100,0,0,1/1/1900 0:00
542,100,100,0,0,1/1/1900 0:00
543,27,384.98,0,0,1/1/1900 0:00
543,33,300,0,0,1/1/1900 0:00
543,34,5560,0,0,1/1/1900 0:00
543,35,1000,0,0,1/1/1900 0:00
543,36,292.5,0,0,1/1/1900 0:00
543,100,100,0,0,1/1/1900 0:00
544,27,384.98,0,0,1/1/1900 0:00
544,33,413.75,0,0,1/1/1900 0:00
544,34,4660,0,0,1/1/1900 0:00
544,35,100,0,0,1/1/1900 0:00
544,36,437.5,0,0,1/1/1900 0:00
544,49,100,0,0,1/1/1900 0:00
544,100,100,0,0,1/1/1900 0:00
545,27,730,0,0,1/1/1900 0:00
545,33,2426.5,0,0,1/1/1900 0:00
545,34,4380,0,0,1/1/1900 0:00
545,35,50,0,0,1/1/1900 0:00
545,49,20,0,0,1/1/1900 0:00
545,100,20,0,0,1/1/1900 0:00
545,101,30,0,0,1/1/1900 0:00
546,34,4380,0,0,1/1/1900 0:00
546,35,50,0,0,1/1/1900 0:00
546,36,292.5,0,0,1/1/1900 0:00
547,33,258,0,0,1/1/1900 0:00
547,35,40,0,0,1/1/1900 0:00
548,33,654.05,0,0,1/1/1900 0:00
548,34,10190,0,0,1/1/1900 0:00
548,35,100,0,0,1/1/1900 0:00
548,36,371.14,0,0,1/1/1900 0:00
548,100,50,0,0,1/1/1900 0:00
550,33,105,0,0,1/1/1900 0:00
550,34,2700,0,0,1/1/1900 0:00
550,35,100,0,0,1/1/1900 0:00
550,100,50,0,0,1/1/1900 0:00
551,33,357.5,0,0,1/1/1900 0:00
551,34,4380,0,0,1/1/1900 0:00
551,35,40,0,0,1/1/1900 0:00
551,49,30,0,0,1/1/1900 0:00
551,100,30,0,0,1/1/1900 0:00
552,33,100,0,0,1/1/1900 0:00
552,34,10500,954.55,10500,1/1/1900 0:00
552,35,590,0,0,1/1/1900 0:00
552,36,351,0,0,1/1/1900 0:00
552,49,105,0,0,1/1/1900 0:00
552,100,100,0,0,1/1/1900 0:00
552,101,100,0,0,1/1/1900 0:00
553,34,4660,0,0,1/1/1900 0:00
554,33,437.5,0,0,1/1/1900 0:00
554,35,20,0,0,1/1/1900 0:00
554,36,292.5,0,0,1/1/1900 0:00
555,34,2700,0,0,1/1/1900 0:00
556,27,730,0,0,1/1/1900 0:00
556,33,437.5,0,0,1/1/1900 0:00
556,34,9210,0,0,1/1/1900 0:00
556,35,100,0,0,1/1/1900 0:00
556,49,100,0,0,1/1/1900 0:00
556,100,50,0,0,1/1/1900 0:00
557,33,4326,0,0,1/1/1900 0:00
557,34,10500,954.55,10500,1/1/1900 0:00
557,35,388.75,0,0,1/1/1900 0:00
557,36,518.75,0,0,1/1/1900 0:00
557,100,100,0,0,1/1/1900 0:00
558,33,100,0,0,1/1/1900 0:00
558,34,3286,298.73,3286,1/1/1900 0:00
558,35,20,0,0,1/1/1900 0:00
558,36,277,0,0,1/1/1900 0:00
558,49,105,0,0,1/1/1900 0:00
558,100,20,0,0,1/1/1900 0:00
559,33,500,0,0,1/1/1900 0:00
559,34,2910,0,0,1/1/1900 0:00
559,35,20,0,0,1/1/1900 0:00
559,36,353.75,0,0,1/1/1900 0:00
559,49,80,0,0,1/1/1900 0:00
560,33,100,0,0,1/1/1900 0:00
560,34,15590,1417.27,15590,1/1/1900 0:00
560,35,142.5,0,0,1/1/1900 0:00
560,36,351,0,0,1/1/1900 0:00
560,49,120,0,0,1/1/1900 0:00
560,100,200,0,0,1/1/1900 0:00
561,33,100,0,0,1/1/1900 0:00
561,34,8800,800,8800,1/1/1900 0:00
561,100,50,0,0,1/1/1900 0:00
562,33,100,0,0,1/1/1900 0:00
562,34,4380,0,0,1/1/1900 0:00
562,100,50,0,0,1/1/1900 0:00
563,33,100,0,0,1/1/1900 0:00
563,34,2130,0,0,1/1/1900 0:00
564,34,2130,0,0,1/1/1900 0:00
565,27,220.2,0,0,1/1/1900 0:00
565,33,100,0,0,1/1/1900 0:00
565,34,6300,0,0,1/1/1900 0:00
565,35,50,0,0,1/1/1900 0:00
565,49,100,0,0,1/1/1900 0:00
565,100,100,0,0,1/1/1900 0:00
566,33,100,0,0,1/1/1900 0:00
566,34,7630,0,0,1/1/1900 0:00
566,35,388.75,0,0,1/1/1900 0:00
566,36,277,0,0,1/1/1900 0:00
566,49,120,0,0,1/1/1900 0:00
566,100,50,0,0,1/1/1900 0:00
566,101,50,0,0,1/1/1900 0:00
568,35,100,0,0,1/1/1900 0:00
568,49,100,0,0,1/1/1900 0:00
569,33,437.5,0,0,1/1/1900 0:00
569,34,2310,0,0,1/1/1900 0:00
569,100,20,0,0,1/1/1900 0:00
570,35,200,0,0,1/1/1900 0:00
571,27,337.5,0,0,1/1/1900 0:00
571,33,9097.08,0,0,1/1/1900 0:00
571,34,31190,2835.45,31190,1/1/1900 0:00
571,35,40,0,0,1/1/1900 0:00
571,49,80,0,0,1/1/1900 0:00
571,100,100,0,0,1/1/1900 0:00
571,101,100,0,0,1/1/1900 0:00
572,33,437.5,0,0,1/1/1900 0:00
572,34,4660,0,0,1/1/1900 0:00
572,35,200,0,0,1/1/1900 0:00
572,36,341.25,0,0,1/1/1900 0:00
572,49,100,0,0,1/1/1900 0:00
572,100,100,0,0,1/1/1900 0:00
573,33,100,0,0,1/1/1900 0:00
573,34,3360,0,0,1/1/1900 0:00
573,49,105,0,0,1/1/1900 0:00
573,100,120,0,0,1/1/1900 0:00
574,33,100,0,0,1/1/1900 0:00
574,34,3130,284.55,3130,1/1/1900 0:00
574,35,388.75,0,0,1/1/1900 0:00
574,49,105,0,0,1/1/1900 0:00
574,100,30,0,0,1/1/1900 0:00
574,101,20,0,0,1/1/1900 0:00
575,33,100,0,0,1/1/1900 0:00
575,34,2700,245.45,2700,1/1/1900 0:00
575,35,321,0,0,1/1/1900 0:00
575,36,208.5,0,0,1/1/1900 0:00
575,49,120,0,0,1/1/1900 0:00
575,100,50,0,0,1/1/1900 0:00
575,101,20,0,0,1/1/1900 0:00
576,33,100,0,0,1/1/1900 0:00
576,34,11024,1002.18,11024,1/1/1900 0:00
576,35,40,0,0,1/1/1900 0:00
576,36,104.59,0,0,1/1/1900 0:00
576,49,80,0,0,1/1/1900 0:00
576,100,30,0,0,1/1/1900 0:00
577,33,100,0,0,1/1/1900 0:00
577,34,11024,1002.18,11024,1/1/1900 0:00
577,35,376,0,0,1/1/1900 0:00
577,36,351,0,0,1/1/1900 0:00
577,49,105,0,0,1/1/1900 0:00
577,100,50,0,0,1/1/1900 0:00
578,33,100,0,0,1/1/1900 0:00
578,34,6550,595.45,6550,1/1/1900 0:00
578,35,456.05,0,0,1/1/1900 0:00
578,36,633.75,0,0,1/1/1900 0:00
578,49,120,0,0,1/1/1900 0:00
578,100,100,0,0,1/1/1900 0:00
579,34,4380,0,0,1/1/1900 0:00
579,35,40,0,0,1/1/1900 0:00
579,36,353.75,0,0,1/1/1900 0:00
580,33,2500,0,0,1/1/1900 0:00
580,34,4380,398.18,4380,1/1/1900 0:00
580,35,413.75,0,0,1/1/1900 0:00
580,36,277,0,0,1/1/1900 0:00
580,49,120,0,0,1/1/1900 0:00
580,100,50,0,0,1/1/1900 0:00
